"","week","time","tree","plot","site","species","water_potential","lwc_mean","lma_g_cm2","ldmc","alas_cm2_per_mm2","lwa_g_cm2","leaf_count","swc_per_dry_g_mean","rwc","date_wp","week_alas_link","tree_week","time_season","lwc"
"20",17,"md","2004","High","Cucu Mesa","blue oak",-2.62066666666667,0.889679715302491,0.0145652358473587,NA,18.3031771903809,0.0129583948819918,10,NA,NA,2022-04-27,17,"2004_17","before leafout",0.889679715302491
"21",17,"pd","2004","High","Cucu Mesa","blue oak",-0.9345,0.957777777777778,0.0145652358473587,NA,18.3031771903809,0.0139502592226925,10,NA,NA,2022-04-27,17,"2004_17","before leafout",0.957777777777778
"22",15,"md","2004","High","Cucu Mesa","blue oak",-2.2,0.822410202966214,0.0158333276598419,0.287290912650003,23.8692377316076,0.0130214902143612,13.3333333333333,1.16126217390521,72.0790955842297,2022-04-13,14,"2004_15","before leafout",0.822410202966214
"23",37,"pd","2005","High","Cucu Mesa","blue oak",-1.687,0.823221892345424,0.0168551084861348,0.429971351237793,27.9499654169731,0.0138754943036433,7,0.911331867958517,91.2752744476184,2022-09-15,37,"2005_37","after leafout",0.823221892345424
"24",37,"md","2005","High","Cucu Mesa","blue oak",-3.5775,0.639264203158066,0.0168551084861348,0.429971351237793,27.9499654169731,0.0107748674955317,7,0.911331867958517,70.8788433960977,2022-09-15,37,"2005_37","after leafout",0.639264203158066
"25",14,"pd","2005","High","Cucu Mesa","blue oak",-0.4295,1.03670053795577,0.0145362507556816,0.309106039002911,40.3448087926184,0.0150697389782751,7.33333333333333,1.17853238468516,88.3369960378292,2022-04-04,14,"2005_14","before leafout",1.03670053795577
"26",15,"md","2005","High","Cucu Mesa","blue oak",-1.61666666666667,0.920980879746515,0.0145362507556816,0.309106039002911,40.3448087926184,0.0133876090091836,7.33333333333333,1.17853238468516,78.4765526267677,2022-04-13,14,"2005_15","before leafout",0.920980879746515
"27",29,"md","2005","High","Cucu Mesa","blue oak",-4.3,0.634094616639478,0.0165650149467614,NA,29.40386544806,0.0105037868022939,6.33333333333333,NA,NA,2022-07-19,29,"2005_29","after leafout",0.634094616639478
"28",14,"md","2005","High","Cucu Mesa","blue oak",-2.125,0.8526937359215,0.0145362507556816,0.309106039002911,40.3448087926184,0.0123949699631539,7.33333333333333,1.17853238468516,72.6578220168658,2022-04-04,14,"2005_14","before leafout",0.8526937359215
"29",10,"md","2005","High","Cucu Mesa","blue oak",-1.445,1.62323826973427,0.0124050456536382,0.188031371515192,NA,0.0201363448427862,8,1.71111111111111,94.8645742052494,2022-03-08,10,"2005_10","before leafout",1.62323826973427
"30",21,"pd","2005","High","Cucu Mesa","blue oak",-1.72933333333333,0.896278003175163,NA,NA,NA,NA,NA,0.890300120348305,100.99047160276,2022-05-25,21,"2005_21","after leafout",0.896278003175163
"31",17,"md","2005","High","Cucu Mesa","blue oak",-2.733,0.915650406504065,0.0148348978552018,NA,25.067819960403,0.0135835802515618,7,NA,NA,2022-04-27,17,"2005_17","before leafout",0.915650406504065
"32",19,"md","2005","High","Cucu Mesa","blue oak",-2.49,0.819557254339863,NA,NA,NA,NA,NA,0.944258534013841,127.958871408522,2022-05-09,21,"2005_19","after leafout",0.819557254339863
"33",17,"pd","2005","High","Cucu Mesa","blue oak",-0.917666666666667,1.00491883915396,0.0148348978552018,NA,25.067819960403,0.0149078683316169,7,NA,NA,2022-04-27,17,"2005_17","before leafout",1.00491883915396
"34",21,"md","2005","High","Cucu Mesa","blue oak",-3,0.755717255717256,NA,NA,NA,NA,NA,0.890300120348305,85.1524212162477,2022-05-25,21,"2005_21","after leafout",0.755717255717256
"35",10,"pd","2005","High","Cucu Mesa","blue oak",-1.045,2.06130156027669,0.0124050456536382,0.188031371515192,NA,0.0255705399611479,8,1.71111111111111,120.465675600586,2022-03-08,10,"2005_10","before leafout",2.06130156027669
"36",19,"md","2006","High","Cucu Mesa","blue oak",-2.36066666666667,0.822525178088922,NA,NA,NA,NA,NA,1.14025041389594,72.8963279143999,2022-05-09,21,"2006_19","after leafout",0.822525178088922
"37",17,"pd","2006","High","Cucu Mesa","blue oak",-0.991333333333333,0.93878954607978,0.0148001818300574,NA,19.3949739362111,0.0138942559821378,8.33333333333333,NA,NA,2022-04-27,17,"2006_17","before leafout",0.93878954607978
"38",37,"pd","2006","High","Cucu Mesa","blue oak",-1.90766666666667,0.770736343687165,0.0154519759790181,0.117537477970169,7.18375934289041,0.0119093994688103,2.33333333333333,0.955188365192885,80.776571273632,2022-09-15,37,"2006_37","after leafout",0.770736343687165
"39",17,"md","2006","High","Cucu Mesa","blue oak",-2.717,NA,0.0148001818300574,NA,19.3949739362111,NA,8.33333333333333,NA,NA,2022-04-27,17,"2006_17","before leafout",NA
"40",37,"md","2006","High","Cucu Mesa","blue oak",-2.566,0.683959767072525,0.0154519759790181,0.117537477970169,7.18375934289041,0.0105685298914194,2.33333333333333,0.955188365192885,71.6820029647586,2022-09-15,37,"2006_37","after leafout",0.683959767072525
"41",21,"md","2006","High","Cucu Mesa","blue oak",-3.19933333333333,0.71007371007371,NA,NA,NA,NA,NA,0.934600316058135,76.404611931019,2022-05-25,21,"2006_21","after leafout",0.71007371007371
"42",21,"pd","2006","High","Cucu Mesa","blue oak",-1.767,0.876157500603913,NA,NA,NA,NA,NA,0.934600316058135,94.2753870117857,2022-05-25,21,"2006_21","after leafout",0.876157500603913
"43",14,"md","2006","High","Cucu Mesa","blue oak",-2.15,0.818537386246364,NA,NA,NA,NA,7,NA,NA,2022-04-04,14,"2006_14","before leafout",0.818537386246364
"44",14,"pd","2006","High","Cucu Mesa","blue oak",-0.540666666666667,0.956377604714797,NA,NA,NA,NA,7,NA,NA,2022-04-04,14,"2006_14","before leafout",0.956377604714797
"45",15,"md","2006","High","Cucu Mesa","blue oak",-1.727,0.817053291275715,NA,NA,NA,NA,7,NA,NA,2022-04-13,14,"2006_15","before leafout",0.817053291275715
"46",29,"pd","2006","High","Cucu Mesa","blue oak",-2.775,0.628070175438596,0.0157931701246783,NA,16.0758582247218,0.00991921913093827,7,NA,NA,2022-07-19,29,"2006_29","after leafout",0.628070175438596
"47",29,"md","2006","High","Cucu Mesa","blue oak",-4.46666666666667,0.637735849056604,0.0157931701246783,NA,16.0758582247218,0.0100718707587571,7,NA,NA,2022-07-19,29,"2006_29","after leafout",0.637735849056604
"48",10,"pd","2006","High","Cucu Mesa","blue oak",-0.9475,2.05004467984377,0.0139128160469802,NA,NA,0.0285218945187567,7.25,NA,NA,2022-03-08,10,"2006_10","before leafout",2.05004467984377
"49",10,"md","2006","High","Cucu Mesa","blue oak",-1.40666666666667,1.68979659386345,0.0139128160469802,NA,NA,0.0235098291672358,7.25,NA,NA,2022-03-08,10,"2006_10","before leafout",1.68979659386345
"50",37,"md","2007","High","Cucu Mesa","blue oak",-3.4215,0.627936507936508,0.0938252925533976,0.475044417047786,16.9667940518382,0.0589163265621018,4.33333333333333,0.966429048959675,65.3160232383103,2022-09-15,37,"2007_37","after leafout",0.627936507936508
"51",29,"pd","2007","High","Cucu Mesa","blue oak",-2.32333333333333,0.643740095087163,0.015441296961097,NA,23.8389391537533,0.00994018197400568,6.33333333333333,NA,NA,2022-07-19,29,"2007_29","after leafout",0.643740095087163
"52",29,"md","2007","High","Cucu Mesa","blue oak",-4.23333333333333,0.579726651480638,0.015441296961097,NA,23.8389391537533,0.0089517313817749,6.33333333333333,NA,NA,2022-07-19,29,"2007_29","after leafout",0.579726651480638
"53",37,"pd","2007","High","Cucu Mesa","blue oak",-1.29416666666667,0.801886695231132,0.0938252925533976,0.475044417047786,16.9667940518382,0.0752372537747382,4.33333333333333,0.966429048959675,83.4097864325868,2022-09-15,37,"2007_37","after leafout",0.801886695231132
"54",19,"md","2007","High","Cucu Mesa","blue oak",-2.23766666666667,0.777748060978871,NA,NA,NA,NA,NA,0.982906396590061,80.5409321084102,2022-05-09,21,"2007_19","after leafout",0.777748060978871
"55",14,"pd","2007","High","Cucu Mesa","blue oak",-0.36675,0.871411718442784,0.0149724590050347,0.238167720653709,35.3615377733423,0.0130471762308914,8.33333333333333,1.13590707047161,77.3856035712397,2022-04-04,14,"2007_14","before leafout",0.871411718442784
"56",15,"md","2007","High","Cucu Mesa","blue oak",-1.70666666666667,0.858635993582386,0.0149724590050347,0.238167720653709,35.3615377733423,0.0128558922141595,8.33333333333333,1.13590707047161,76.2510569976077,2022-04-13,14,"2007_15","before leafout",0.858635993582386
"57",17,"pd","2007","High","Cucu Mesa","blue oak",-0.989,0.90597539543058,0.0134836511858652,NA,29.5832661662737,0.0122158562149622,7.33333333333333,NA,NA,2022-04-27,17,"2007_17","before leafout",0.90597539543058
"58",17,"md","2007","High","Cucu Mesa","blue oak",-2.42633333333333,0.859447004608295,0.0134836511858652,NA,29.5832661662737,0.0115884836228749,7.33333333333333,NA,NA,2022-04-27,17,"2007_17","before leafout",0.859447004608295
"59",14,"md","2007","High","Cucu Mesa","blue oak",-2.1,0.77519292537438,0.0149724590050347,0.238167720653709,35.3615377733423,0.0116065442961608,8.33333333333333,1.13590707047161,68.8409062497478,2022-04-04,14,"2007_14","before leafout",0.77519292537438
"60",21,"pd","2007","High","Cucu Mesa","blue oak",-1.67233333333333,NA,NA,NA,NA,NA,NA,0.925565097029717,NA,2022-05-25,21,"2007_21","after leafout",NA
"61",10,"pd","2007","High","Cucu Mesa","blue oak",-0.815,1.57849597787833,NA,NA,NA,NA,NA,1.29079754601227,122.288424141715,2022-03-08,10,"2007_10","before leafout",1.57849597787833
"62",10,"md","2007","High","Cucu Mesa","blue oak",-1.77,1.38916526753778,NA,NA,NA,NA,NA,1.29079754601227,107.620693255065,2022-03-08,10,"2007_10","before leafout",1.38916526753778
"63",21,"md","2007","High","Cucu Mesa","blue oak",-3.4,0.698162729658793,NA,NA,NA,NA,NA,0.925565097029717,77.1218155715346,2022-05-25,21,"2007_21","after leafout",0.698162729658793
"64",21,"pd","2008","High","Cucu Mesa","blue oak",-1.736,0.865671641791045,NA,NA,NA,NA,NA,0.951937370953152,92.4156119916373,2022-05-25,21,"2008_21","after leafout",0.865671641791045
"65",21,"md","2008","High","Cucu Mesa","blue oak",-3.3,0.692063492063492,NA,NA,NA,NA,NA,0.951937370953152,73.8819063355147,2022-05-25,21,"2008_21","after leafout",0.692063492063492
"66",14,"pd","2008","High","Cucu Mesa","blue oak",-0.6765,0.933194154488518,0.0149467229167192,NA,46.0639591433862,0.0139481944546419,6.33333333333333,NA,NA,2022-04-04,14,"2008_14","before leafout",0.933194154488518
"67",14,"md","2008","High","Cucu Mesa","blue oak",-1.88333333333333,0.809241286132183,0.0149467229167192,NA,46.0639591433862,0.0120955052765872,6.33333333333333,NA,NA,2022-04-04,14,"2008_14","before leafout",0.809241286132183
"68",21,"pd","2009","Hobbiton","LL","blue oak",-1.789,0.854419410745234,0.0138864768252326,0.199024931950007,19.787608124255,0.0118648753463426,5,1.09705301270665,79.2349112759853,2022-05-23,21,"2009_21","after leafout",0.854419410745234
"69",21,"md","2009","Hobbiton","LL","blue oak",-3.276,0.705295566502463,0.0138864768252326,0.199024931950007,19.787608124255,0.00979407053917575,5,1.09705301270665,65.4058544695582,2022-05-23,21,"2009_21","after leafout",0.705295566502463
"70",12,"md","2009","Hobbiton","LL","blue oak",-2.0625,1.13333333333333,0.00925344300034789,0.10483769428196,30.8908937408281,0.0104872354003942,5.66666666666667,1.61823779455696,74.7813325236854,2022-03-25,13,"2009_12","before leafout",1.13333333333333
"71",19,"md","2009","Hobbiton","LL","blue oak",-2.83966666666667,0.772787959703848,0.0138864768252326,NA,19.787608124255,0.0107313020932463,5,NA,NA,2022-05-09,21,"2009_19","after leafout",0.772787959703848
"72",33,"md","2009","Hobbiton","LL","blue oak",-4.0635,0.591337719298246,0.0512674539508119,0.413290618669584,19.1727018373298,0.030316379293501,7,0.734707730266689,83.1337625276722,2022-08-18,37,"2009_33","after leafout",0.591337719298246
"73",19,"pd","2009","Hobbiton","LL","blue oak",-1.66266666666667,0.707988980716253,0.0138864768252326,NA,19.787608124255,0.0098314725732363,5,NA,NA,2022-05-09,21,"2009_19","after leafout",0.707988980716253
"74",12,"pd","2009","Hobbiton","LL","blue oak",-1.26666666666667,1.31397849462366,0.00925344300034789,0.10483769428196,30.8908937408281,0.012158825103683,5.66666666666667,1.61823779455696,86.7009377077269,2022-03-23,13,"2009_12","before leafout",1.31397849462366
"75",37,"pd","2009","Hobbiton","LL","blue oak",-1.60833333333333,NA,0.0512674539508119,0.413290618669584,19.1727018373298,NA,7,0.734707730266689,NA,2022-09-15,37,"2009_37","after leafout",NA
"76",33,"pd","2009","Hobbiton","LL","blue oak",-2.851,0.650943396226415,0.0512674539508119,0.413290618669584,19.1727018373298,0.0333722105906229,7,0.734707730266689,91.5134819829575,2022-08-18,37,"2009_33","after leafout",0.650943396226415
"77",37,"md","2009","Hobbiton","LL","blue oak",NA,0.503884372177055,0.0512674539508119,0.413290618669584,19.1727018373298,0.0258328688471209,7,0.734707730266689,70.8390524921766,2022-09-15,37,"2009_37","after leafout",0.503884372177055
"78",33,"pd","2009","Hobbiton","LL","blue oak",-2.851,0.650943396226415,0.0512674539508119,0.413290618669584,19.1727018373298,0.0333722105906229,13,0.734707730266689,91.5134819829575,2022-08-18,37,"2009_33","after leafout",0.650943396226415
"79",12,"md","2009","Hobbiton","LL","blue oak",-2.0625,1.13333333333333,0.00925344300034789,0.10483769428196,30.8908937408281,0.0104872354003942,5.66666666666667,1.61823779455696,74.7813325236854,2022-03-23,13,"2009_12","before leafout",1.13333333333333
"80",14,"pd","2009","Hobbiton","LL","blue oak",-1.12333333333333,1.3695652173913,0.00925344300034789,0.10483769428196,30.8908937408281,0.0126731936743895,5.66666666666667,1.61823779455696,90.3687458246582,2022-03-30,13,"2009_14","before leafout",1.3695652173913
"81",12,"pd","2009","Hobbiton","LL","blue oak",-1.26666666666667,1.31397849462366,0.00925344300034789,0.10483769428196,30.8908937408281,0.012158825103683,5.66666666666667,1.61823779455696,86.7009377077269,2022-03-25,13,"2009_12","before leafout",1.31397849462366
"82",37,"pd","2009","Hobbiton","LL","blue oak",-1.60833333333333,NA,0.0512674539508119,0.413290618669584,19.1727018373298,NA,13,0.734707730266689,NA,2022-09-15,37,"2009_37","after leafout",NA
"83",14,"md","2009","Hobbiton","LL","blue oak",-2.95,1.03923839041632,NA,NA,NA,NA,5.66666666666667,1.3267134017745,80.5007766337244,2022-04-06,14,"2009_14","before leafout",1.03923839041632
"84",17,"md","2009","Hobbiton","LL","blue oak",-3.03333333333333,0.84174624829468,0.0152530937453474,0.323053986602748,25.8015560730372,0.0128392344350332,6.66666666666667,0.935541309799457,90.9548535361279,2022-04-25,17,"2009_17","before leafout",0.84174624829468
"85",17,"pd","2009","Hobbiton","LL","blue oak",-1.276,0.885623229461756,0.0152530937453474,0.323053986602748,25.8015560730372,0.0135084941420374,6.66666666666667,0.935541309799457,95.695978790614,2022-04-25,17,"2009_17","before leafout",0.885623229461756
"86",15,"md","2009","Hobbiton","LL","blue oak",-2.088,0.884505461811121,NA,NA,NA,NA,NA,1.3267134017745,68.5149598679105,2022-04-13,14,"2009_15","before leafout",0.884505461811121
"87",15,"pd","2009","Hobbiton","LL","blue oak",-1.32666666666667,0.886140675847483,NA,NA,NA,NA,NA,1.3267134017745,68.6416257042608,2022-04-11,14,"2009_15","before leafout",0.886140675847483
"88",33,"md","2009","Hobbiton","LL","blue oak",-4.0635,0.591337719298246,0.0512674539508119,0.413290618669584,19.1727018373298,0.030316379293501,13,0.734707730266689,83.1337625276722,2022-08-18,37,"2009_33","after leafout",0.591337719298246
"89",37,"md","2009","Hobbiton","LL","blue oak",NA,0.503884372177055,0.0512674539508119,0.413290618669584,19.1727018373298,0.0258328688471209,13,0.734707730266689,70.8390524921766,2022-09-15,37,"2009_37","after leafout",0.503884372177055
"90",29,"md","2009","Hobbiton","LL","blue oak",-3.95,0.579160186625195,0.0164839709380932,0.352712827862001,17.6755579539276,0.00954685968483035,5.33333333333333,0.648645910772008,89.334377995947,2022-07-19,29,"2009_29","after leafout",0.579160186625195
"91",21,"md","2010","Weathertop","LL","blue oak",-3.56833333333333,0.752,0.0148716760802981,0.34436528817301,16.8182742498396,0.0111835004123841,7.33333333333333,1.07260850401556,71.1141790302599,2022-05-23,21,"2010_21","after leafout",0.752
"92",33,"md","2010","Weathertop","LL","blue oak",-4.2655,0.678798441664958,0.0136868180021149,0.229712389382259,7.32949608718759,0.00929059073118746,4,0.976547831233521,69.5422808956716,2022-08-18,37,"2010_33","after leafout",0.678798441664958
"93",21,"pd","2010","Weathertop","LL","blue oak",-1.486,0.812080536912752,0.0148716760802981,0.34436528817301,16.8182742498396,0.012076998696081,7.33333333333333,1.07260850401556,76.7957987885678,2022-05-23,21,"2010_21","after leafout",0.812080536912752
"94",37,"pd","2010","Weathertop","LL","blue oak",-1.91666666666667,0.747028550422742,0.0136868180021149,0.229712389382259,7.32949608718759,0.0102244438120198,4,0.976547831233521,76.5323932729744,2022-09-15,37,"2010_37","after leafout",0.747028550422742
"95",12,"pd","2010","Weathertop","LL","blue oak",-1.4875,2.30232558139535,NA,NA,NA,NA,NA,NA,NA,2022-03-25,13,"2010_12","before leafout",2.30232558139535
"96",33,"pd","2010","Weathertop","LL","blue oak",-3.06166666666667,0.698709507505926,0.0136868180021149,0.229712389382259,7.32949608718759,0.00956310986558092,4,0.976547831233521,71.5821514207844,2022-08-18,37,"2010_33","after leafout",0.698709507505926
"97",29,"md","2010","Weathertop","LL","blue oak",-3.73333333333333,0.604578313253012,0.0180010460234962,0.422721493555399,14.2191040042694,0.0108830420416752,6.375,0.749428029849161,80.6797972664991,2022-07-19,29,"2010_29","after leafout",0.604578313253012
"98",12,"pd","2010","Weathertop","LL","blue oak",-1.4875,2.30232558139535,NA,NA,NA,NA,NA,NA,NA,2022-03-23,13,"2010_12","before leafout",2.30232558139535
"99",17,"pd","2010","Weathertop","LL","blue oak",-1.171,0.885913853317812,0.0146493293688463,0.295631446034288,18.3386952218713,0.0129780438296764,7,0.964505323929611,92.9607368675998,2022-04-25,17,"2010_17","before leafout",0.885913853317812
"100",12,"md","2010","Weathertop","LL","blue oak",-1.96,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-23,13,"2010_12","before leafout",NA
"101",15,"md","2010","Weathertop","LL","blue oak",-2.616,0.778375411599256,NA,NA,NA,NA,NA,1.21856147452104,66.3602772088925,2022-04-13,14,"2010_15","before leafout",0.778375411599256
"102",17,"md","2010","Weathertop","LL","blue oak",-2.62666666666667,0.88861985472155,0.0146493293688463,0.295631446034288,18.3386952218713,0.0130176849355123,7,0.964505323929611,93.2446830814604,2022-04-25,17,"2010_17","before leafout",0.88861985472155
"103",12,"md","2010","Weathertop","LL","blue oak",-1.96,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,13,"2010_12","before leafout",NA
"104",19,"pd","2010","Weathertop","LL","blue oak",-1.49625,0.756756756756757,0.0148716760802981,NA,16.8182742498396,0.0112542413580634,7.33333333333333,NA,NA,2022-05-09,21,"2010_19","after leafout",0.756756756756757
"105",29,"pd","2010","Weathertop","LL","blue oak",-3.45,0.684691848906561,0.0180010460234962,0.422721493555399,14.2191040042694,0.0123251694840797,6.375,0.749428029849161,91.3707924165779,2022-07-19,29,"2010_29","after leafout",0.684691848906561
"106",15,"pd","2010","Weathertop","LL","blue oak",-1.34525,0.827448383174087,NA,NA,NA,NA,NA,1.21856147452104,70.543985929186,2022-04-11,14,"2010_15","before leafout",0.827448383174087
"107",19,"md","2010","Weathertop","LL","blue oak",-2.285,0.837979094076655,0.0148716760802981,NA,16.8182742498396,0.0124621536491696,7.33333333333333,NA,NA,2022-05-09,21,"2010_19","after leafout",0.837979094076655
"108",14,"pd","2010","Weathertop","LL","blue oak",-0.504333333333333,1.0905132192846,NA,NA,NA,NA,NA,NA,NA,2022-03-30,13,"2010_14","before leafout",1.0905132192846
"109",17,"md","2011","Weathertop","LL","blue oak",-1.695,0.770461251747166,0.0154319404383076,0.264395557822143,22.5503584650802,0.0118897121469862,6.33333333333333,1.08362203051579,72.0337652846855,2022-04-25,17,"2011_17","before leafout",0.770461251747166
"110",21,"pd","2011","Weathertop","LL","blue oak",-1.728,0.793785310734463,0.0158204740685042,0.217770526550672,17.8038145117484,0.0125580599244341,6.66666666666667,1.02313414886188,78.5067910520048,2022-05-23,21,"2011_21","after leafout",0.793785310734463
"111",19,"pd","2011","Weathertop","LL","blue oak",-1.583,0.699346405228758,0.0158204740685042,NA,17.8038145117484,0.0110639916688232,6.66666666666667,NA,NA,2022-05-09,21,"2011_19","after leafout",0.699346405228758
"112",21,"md","2011","Weathertop","LL","blue oak",-2.22,NA,0.0158204740685042,0.217770526550672,17.8038145117484,NA,6.66666666666667,1.02313414886188,NA,2022-05-25,21,"2011_21","after leafout",NA
"113",29,"md","2011","Weathertop","LL","blue oak",-4.875,0.562850971922246,0.0168278965767232,0.31901064864424,17.0763502290687,0.00947159794361567,5.33333333333333,0.816339927495086,70.9561910702274,2022-07-19,29,"2011_29","after leafout",0.562850971922246
"114",17,"pd","2011","Weathertop","LL","blue oak",-1.253,0.843921008803236,0.0154319404383076,0.264395557822143,22.5503584650802,0.013023338742488,6.33333333333333,1.08362203051579,78.9018366972937,2022-04-25,17,"2011_17","before leafout",0.843921008803236
"115",15,"pd","2011","Weathertop","LL","blue oak",-1.45,0.814214454212858,NA,NA,NA,NA,NA,1.28340494715077,64.6799799802234,2022-04-11,14,"2011_15","before leafout",0.814214454212858
"116",15,"md","2011","Weathertop","LL","blue oak",-1.78133333333333,0.798128574743812,NA,NA,NA,NA,NA,1.28340494715077,63.4021417440696,2022-04-13,14,"2011_15","before leafout",0.798128574743812
"117",19,"md","2011","Weathertop","LL","blue oak",-2.3015,0.793806740455167,0.0158204740685042,NA,17.8038145117484,0.0125583989527748,6.66666666666667,NA,NA,2022-05-09,21,"2011_19","after leafout",0.793806740455167
"118",14,"md","2011","Weathertop","LL","blue oak",-3.15,0.853571428571428,NA,NA,NA,NA,NA,1.28340494715077,67.8064392323567,2022-04-06,14,"2011_14","before leafout",0.853571428571428
"119",37,"pd","2011","Weathertop","LL","blue oak",-1.57,0.637793340705246,0.0139302385802084,NA,13.680276286899,0.0088846134008922,5.75,NA,NA,2022-09-15,37,"2011_37","after leafout",0.637793340705246
"120",33,"md","2011","Weathertop","LL","blue oak",-4.2785,0.545520231213873,0.0139302385802084,NA,13.680276286899,0.00759922697113969,5.75,NA,NA,2022-08-18,37,"2011_33","after leafout",0.545520231213873
"121",37,"md","2011","Weathertop","LL","blue oak",-3.836,0.566715086117452,0.0139302385802084,NA,13.680276286899,0.00789447635661944,5.75,NA,NA,2022-09-15,37,"2011_37","after leafout",0.566715086117452
"122",33,"pd","2011","Weathertop","LL","blue oak",-3.60766666666667,0.552907186710004,0.0139302385802084,NA,13.680276286899,0.00770212902358217,5.75,NA,NA,2022-08-18,37,"2011_33","after leafout",0.552907186710004
